ComptaID,Date,Portefeuille,PortefeuilleID,Fonctionnement,FonctionnementID,Num_Commande,Montant,Vérifié,Date paiement,Relevé,Etat,Categorie,CategorieID,Tiers,TiersID,Notes,Projet,ProjetID
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"149,99 €",Oui,07/10/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Monoprix Epinal,T#TT-COM-DI-SUP#250821#MONOPRIX_EPINAL,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"28,90 €",Oui,07/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Fête Forraine - Restauration,T#TT-COM-RE-RES#251006#FTE_FORRAINE__R,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-06-0-010,06/10/2025,Banque,Dépense & Revenu,Dépense & Revenu,,,"45,00 €",Oui,06/10/2025,05/11/2025,Réglé,Quotidien / Transport / Vélo libre service,C.D-QUO.TR.08,"Agglo d""Epinal",T#TT-PUB-SE-COL#250901#AGGLO_DEPINAL__,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"20,00 €",Oui,06/10/2025,05/11/2025,Réglé,Quotidien / Cadeaux / Cadeaux Amis,C.D-QUO.CA.02,La comédie des Fleurs,T#TT-COM-SP-FLE#251001#LA_COMDIE_DES_F,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"193,95 €",Oui,06/10/2025,05/11/2025,Réglé,Santé & Bien-être / Loisirs Social / Jeux de Société,C.D-SAN.LO.04,Iello,T#TT-COM-LO-JEU#251001#IELLO______,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"1,00 €",Oui,06/10/2025,05/11/2025,Réglé,Quotidien / Transport / Vélo libre service,C.D-QUO.TR.08,Vilvolt,T#TT-MOB-IN-TRA#250901#VILVOLT______,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"58,99 €",Oui,06/10/2025,05/11/2025,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"660,00 €",Oui,06/10/2025,05/11/2025,Réglé,Logement / Charges / Loyer,C.D-LOG.CH.06,MOUGEL Agnès - Propriétaire,T#TT-SER-IM-PRO#250727#MOUGEL_AGNS__PR,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"2,40 €",Oui,06/10/2025,05/11/2025,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,Stan Transport en commun  Nancéens ,T#TT-MOB-IN-TRA#250101#STAN_TRANSPORT_,,,
2025-10-06-0-010,06/10/2025,Banque,,Dépense & Revenu,,,"69,87 €",Oui,06/10/2025,05/11/2025,Réglé,Santé & Bien-être / Santé / Adhésion mutuelle,C.D-SAN.SA.01,Alptis - Mutuelle santé,T#TT-PUB-SA-MUT#250721#ALPTIS__MUTUELL,,,
2025-10-07-0-003,07/10/2025,Banque,,Dépense & Revenu,,,"1,00 €",Oui,07/10/2025,05/11/2025,Réglé,Quotidien / Transport / Péages & Parkings,C.D-QUO.TR.06,Parking Pichon / Pl des Vosges - Nancy,T#TT-MOB-IN-PAR#251001#PARKING_PICHON_,,,
2025-10-07-0-003,07/10/2025,Banque,,Dépense & Revenu,,,"127,00 €",Oui,07/10/2025,05/11/2025,Réglé,Logement / Charges / Énergie (Élec & Gaz),C.D-LOG.CH.05,EDF & GDF - Electricité & Gaz de France,T#TT-PUB-AS-ELE#250801#EDF__GDF__ELECT,,,
2025-10-07-0-003,07/10/2025,Banque,,Dépense & Revenu,,,"10,50 €",Oui,07/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,La Boulange Dorée - epinal,T#TT-COM-RE-BOU#250902#LA_BOULANGE_DOR,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-08-0-001,08/10/2025,Banque,,Dépense & Revenu,,,"11,50 €",Oui,09/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-09-0-002,09/10/2025,Banque,,Dépense & Revenu,,,"9,50 €",Oui,13/10/2025,05/11/2025,Réglé,Quotidien / Correspondance / Documents,C.D-QUO.CO.08,D'Click Studio - Epinal,T#TT-COM-SP-COR#251006#DCLICK_STUDIO__,photo identité,,
2025-10-09-0-001,09/10/2025,Banque,,Dépense & Revenu,,,"176,95 €",Oui,13/10/2025,05/11/2025,Réglé,Quotidien / Famille / Sport,C.D-QUO.FA.01,Décathlon - Epinal,T#TT-COM-SP-SPO#251006#DCATHLON__EPINA,,,
2025-10-10-0-001,10/10/2025,Banque,,Dépense & Revenu,,,"14,80 €",Oui,13/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Fujiyama - Restaurant,T#TT-COM-RE-RES#250904#FUJIYAMA__RESTA,,,
2025-10-11-0-006,11/10/2025,Espèce,,Dépense & Revenu,,,"46,00 €",N/A,,,Réglé,Santé & Bien-être / Loisirs Social / Attractions,,Fête Forraine - Attraction,T#TT-COM-LO-ATT#250901#FTE_FORRAINE__A,,,
2025-10-11-0-006,11/10/2025,Espèce,,Dépense & Revenu,,,"16,00 €",N/A,,,Réglé,Quotidien / Repas / Repas Resto partagés,,Fête Forraine - Restauration,T#TT-COM-RE-RES#251006#FTE_FORRAINE__R,,,
2025-10-11-0-006,11/10/2025,Banque,,Dépense & Revenu,,,"59,02 €",Oui,13/10/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Monoprix Epinal,T#TT-COM-DI-SUP#250821#MONOPRIX_EPINAL,,,
2025-10-11-0-006,11/10/2025,Banque,,Dépense & Revenu,,,"10,40 €",Oui,13/10/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,"Boulangerie Maison Charlise, Epinal",T#TT-COM-RE-BOU#250724#BOULANGERIE_MAI,,,
2025-10-11-0-002,11/10/2025,Banque,,Dépense & Revenu,,,"13,50 €",Oui,13/10/2025,05/11/2025,Réglé,Santé & Bien-être / Loisirs Social / Autre Loisirs,C.D-SAN.LO.06,BMI - Bibliothèque Epinal,T#TT-PUB-SE-AUT#251001#BMI__BIBLIOTHQU,,,
2025-10-11-0-006,11/10/2025,Banque,,Dépense & Revenu,,,"90,00 €",Oui,11/10/2025,05/11/2025,Réglé,Finance / Banque / Retrait,C.D-FIN.BA.05,Moi - Portefeuille Especes - mai 25,T#TT-SER-TR-PER#250101#MOI__PORTEFEUIL,,,
2025-10-12-0-003,12/10/2025,Banque,,Dépense & Revenu,,402-4069385-2766744,"69,99 €",Oui,15/10/2025,05/11/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,Montre Connecté N°2,,
2025-10-12-0-003,12/10/2025,Banque,,Dépense & Revenu,,402-4069385-2766744,"9,99 €",Oui,15/10/2025,05/11/2025,Réglé,"Quotidien / Consommation / Multimédia (CD, DVD)",C.D-QUO.CO.06,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,,,
2025-10-12-0-003,12/10/2025,Banque,,Annule Dépense Rembourcement,,PO-069-05571016320630987,"14,14 €",Oui,14/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements & accessoires à theme,C.D-QUO.MO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-14-0-001,14/10/2025,Banque,,Dépense & Revenu,,,"11,50 €",Oui,14/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,,
2025-10-15-0-004,15/10/2025,Banque,,Dépense & Revenu,,,"80,97 €",Oui,15/10/2025,05/11/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Vepee,T#TT-COM-NU-INT#250901#VEPEE______,,,
2025-10-15-0-004,15/10/2025,Banque,,Dépense & Revenu,,,"14,60 €",Oui,15/10/2025,05/11/2025,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2025-10-15-0-004,15/10/2025,Banque,,Dépense & Revenu,,,"25,00 €",Oui,15/10/2025,05/11/2025,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,RATP,T#TT-MOB-IN-TRA#250901#RATP______,,,
2025-10-15-0-004,15/10/2025,Banque,,Dépense & Revenu,,,"80,97 €",Oui,15/10/2025,05/11/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Vepee,T#TT-COM-NU-INT#250901#VEPEE______,,,
2025-10-16-0-002,16/10/2025,Banque,,Dépense & Revenu,,,"10,00 €",Oui,16/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,La Boulange Dorée - epinal,T#TT-COM-RE-BOU#250902#LA_BOULANGE_DOR,,,
2025-10-16-0-002,16/10/2025,Banque,,Dépense & Revenu,,PO-069-05571016320630987,"9,77 €",Oui,16/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements & accessoires à theme,C.D-QUO.MO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-17-0-001,17/10/2025,Banque,,Dépense & Revenu,,,"9,99 €",Oui,17/10/2025,05/11/2025,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2025-10-20-0-002,20/10/2025,Banque,,Dépense & Revenu,,,"23,40 €",Oui,20/10/2025,05/11/2025,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2025-10-20-0-002,20/10/2025,Banque,,Dépense & Revenu,,,"14,00 €",Oui,20/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Le P'tit Resto D'Aldo,T#TT-COM-RE-RES#251001#LE_PTIT_RESTO_D,,,
2025-10-21-0-007,21/10/2025,Espèce,,Dépense & Revenu,,,"100,00 €",,,,Réglé,Finance / Revenus Exceptionnels / Divers,,Le bon coin,T#TT-COM-NU-INT#250901#LE_BON_COIN____,Vente Switch,,
2025-10-21-0-007,21/10/2025,Banque,,Dépense & Revenu,,,"22,90 €",Oui,23/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Le Grand China ,T#TT-COM-RE-RES#250720#LE_GRAND_CHINA_,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-21-0-007,21/10/2025,Banque,,Annule Dépense Rembourcement,,PO-069-05571016320630987,"5,48 €",Oui,22/10/2025,05/11/2025,Réglé,Quotidien /  Mode / Accessoire Beauté,C.D-QUO.MO.01,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-21-0-007,21/10/2025,Banque,,Annule Dépense Rembourcement,,PO-069-05571016320630987,"15,39 €",Oui,22/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements ,C.D-QUO.MO.04,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-21-0-007,21/10/2025,Banque,,Annule Dépense Rembourcement,,PO-069-05571016320630987,"6,02 €",Oui,22/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements & accessoires à theme,C.D-QUO.MO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-21-0-007,21/10/2025,Banque,,Dépense & Revenu,,,"119,65 €",Oui,21/10/2025,05/11/2025,Réglé,Quotidien / Famille / Sport,C.D-QUO.FA.01,Intersport Nancy,T#TT-COM-SP-SPO#251101#INTERSPORT_NANC,,,
2025-10-21-0-007,21/10/2025,Banque,,Dépense & Revenu,,,"10,50 €",Oui,21/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,La Boulange Dorée - epinal,T#TT-COM-RE-BOU#250902#LA_BOULANGE_DOR,,,
2025-10-22-0-003,22/10/2025,Banque,,Dépense & Revenu,,,"10,90 €",Oui,23/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Green Bagel Café - Epinal,T#TT-COM-RE-BAR#250723#GREEN_BAGEL_CAF,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-22-0-003,22/10/2025,Banque,,Dépense & Revenu,,,"2 900,94 €",Oui,21/10/2025,05/11/2025,Réglé,Finance / Professionnel /  Salaire,C.R-FIN.PR.04,Ville d'Epinal,T#TT-SER-TR-EMP#250901#VILLE_DEPINAL__,,,
2025-10-22-0-001,22/10/2025,Banque,,Dépense & Revenu,,AirBnB-oct25,"584,84 €",Oui,02/12/2025,,Réglé,Quotidien / Famille / Voyage,C.D-QUO.FA.04,AirBnb - Ventron - Pims,T#TT-SER-IM-PRO#251001#AIRBNB__VENTRON,,,
2025-10-23-0-008,23/10/2025,Espèce,,Dépense & Revenu,,,"30,00 €",N/A,,,Réglé,Santé & Bien-être / Santé / Soins,,Dr Dudau Corneliu  - Généraliste - Epinal,T#TT-PUB-SA-MÉD#251101#DR_DUDAU_CORNEL,,,
2025-10-23-0-008,23/10/2025,Banque,,Dépense & Revenu,,402-6276556-9182769,"21,00 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,,,
2025-10-23-0-008,23/10/2025,Banque,,Dépense & Revenu,,402-6279886-5163563,"206,29 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,Domotique,,
2025-10-23-0-008,23/10/2025,Banque,,Dépense & Revenu,,402-6279886-5163563,"7,99 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,Montre,,
2025-10-23-0-008,23/10/2025,Banque,,Dépense & Revenu,,,"4,80 €",Oui,23/10/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Exo Boutik,T#TT-COM-SP-PRO#251101#EXO_BOUTIK_____,,,
2025-10-23-0-008,23/10/2025,Banque,,Dépense & Revenu,,,"2,99 €",Oui,23/10/2025,05/11/2025,Réglé,Santé & Bien-être / Santé / Médicaments,C.D-SAN.SA.03,Pharmacie - 4 Nations,T#TT-PUB-SA-PHA#251101#PHARMACIE___NAT,,,
2025-10-23-0-008,23/10/2025,Banque,,Dépense & Revenu,,,"126,95 €",Oui,23/10/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Intermarché - Golbey / Epinal,T#TT-COM-DI-SUP#250723#INTERMARCH__GOL,,,
2025-10-23-0-008,23/10/2025,Banque,,Dépense & Revenu,,,"134,85 €",Oui,23/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements ,C.D-QUO.MO.04,OUTFITTERY,T#TT-COM-NU-INT#251001#OUTFITTERY_____,,,
2025-10-24-0-004,24/10/2025,Banque,,Dépense & Revenu,,,"46,79 €",Oui,29/10/2025,05/11/2025,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,,,
2025-10-24-0-004,24/10/2025,Banque,,Dépense & Revenu,,,"21,99 €",Oui,29/10/2025,05/11/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Amazon - France,T#TT-COM-NU-INT#251012#AMAZON__FRANCE_,domotique,,
2025-10-24-0-004,24/10/2025,Banque,,Dépense & Revenu,,,"27,29 €",Oui,28/10/2025,05/11/2025,Réglé,Quotidien / Loisir récréatif / Gaming - Jeux vidéo,C.D-QUO.LO.02,Steam - Valve Corp - Jeux Vidéo,T#TT-COM-NU-PLA#250702#STEAM__VALVE_CO,,,
2025-10-24-0-004,24/10/2025,Banque,,Dépense & Revenu,,,"9,00 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Antalya Snack - Epinal - Kebab,T#TT-COM-RE-RES#250908#ANTALYA_SNACK__,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-25-0-006,25/10/2025,Espèce,,Dépense & Revenu,,,"3,00 €",,,,Réglé,Quotidien / Consommation / High-Tech,,FUN 88 Boutique info,T#TT-COM-SP-ÉLE#251120#FUN__BOUTIQUE_I,,,
2025-10-25-0-006,25/10/2025,Banque,,Dépense & Revenu,,,"4,51 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Monoprix Epinal,T#TT-COM-DI-SUP#250821#MONOPRIX_EPINAL,,,
2025-10-25-0-006,25/10/2025,Banque,,Dépense & Revenu,,PO-069-08663274007670987,"7,55 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements & accessoires à theme,C.D-QUO.MO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-25-0-006,25/10/2025,Banque,,Dépense & Revenu,,PO-069-08663274007670987,"17,81 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-25-0-006,25/10/2025,Banque,,Dépense & Revenu,,PO-069-08663274007670987,"3,68 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements ,C.D-QUO.MO.04,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-25-0-006,25/10/2025,Banque,,Dépense & Revenu,,PO-069-08663274007670987,"29,19 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-10-27-0-003,27/10/2025,Espèce,,Dépense & Revenu,,,"22,00 €",N/A,,,Réglé,Quotidien / Repas / Repas Resto partagés,,L'Atelier Pizza - Epinal,T#TT-COM-RE-RES#250911#LATELIER_PIZZA_,,,
2025-10-27-0-003,27/10/2025,Banque,,Dépense & Revenu,,,"11,50 €",Oui,28/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-27-0-003,27/10/2025,Banque,,Dépense & Revenu,,,"17,20 €",Oui,27/10/2025,05/11/2025,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2025-10-28-0-002,28/10/2025,Banque,,Dépense & Revenu,,,"9,00 €",Oui,29/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Antalya Snack - Epinal - Kebab,T#TT-COM-RE-RES#250908#ANTALYA_SNACK__,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-28-0-002,28/10/2025,Banque,,Annule Dépense Rembourcement,,,"39,95 €",Oui,28/10/2025,05/11/2025,Réglé,Quotidien / Mode / Vêtements ,C.D-QUO.MO.04,OUTFITTERY,T#TT-COM-NU-INT#251001#OUTFITTERY_____,,,
2025-10-29-0-002,29/10/2025,Banque,,Dépense & Revenu,,,"10,50 €",Oui,30/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,La Boulange Dorée - epinal,T#TT-COM-RE-BOU#250902#LA_BOULANGE_DOR,,Prise de poste VDE,P#2025PRISE_DE_P
2025-10-29-0-002,29/10/2025,Banque,,Dépense & Revenu,,,"1,31 €",Oui,29/10/2025,05/11/2025,Réglé,Santé & Bien-être / Santé / Remboursement mutuelle,C.R-SAN.SA.04,CPAM - Nancy,T#TT-PUB-SE-SER#250901#CPAM__NANCY____,,,
2025-10-30-0-001,30/10/2025,Banque,,Dépense & Revenu,,,"9,00 €",Oui,30/10/2025,05/11/2025,Réglé,Santé & Bien-être / Santé / Remboursement mutuelle,C.R-SAN.SA.04,Alptis - Mutuelle santé,T#TT-PUB-SA-MUT#250721#ALPTIS__MUTUELL,,,
2025-10-31-0-003,31/10/2025,Banque,,Dépense & Revenu,,,"35,00 €",Oui,03/11/2025,05/11/2025,Réglé,Quotidien / Transport / Amandes & PV,C.D-QUO.TR.03,ANTAI - Amandes Auto,T#TT-PUB-SE-TRÉ#251101#ANTAI__AMANDES_,,,
2025-10-31-0-003,31/10/2025,Banque,,Dépense & Revenu,,,"11,50 €",Oui,31/10/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,,
2025-10-31-0-003,31/10/2025,Banque,,Dépense & Revenu,,,"45,00 €",Oui,31/10/2025,05/11/2025,Réglé,Quotidien / Transport / Vélo libre service,C.D-QUO.TR.08,"Agglo d""Epinal",T#TT-PUB-SE-COL#250901#AGGLO_DEPINAL__,,,
2025-11-01-0-001,01/11/2025,Banque,,Dépense & Revenu,,,"10,00 €",Oui,03/11/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Casa De Pizza - Nancy,r,,,
2025-11-03-0-001,03/11/2025,Banque,,Dépense & Revenu,,,"4,44 €",Oui,03/11/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Marché - Rotisseries 59 Anor,T#TT-COM-RE-RES#250906#MARCH__ROTISSER,,,
2025-11-04-0-003,04/11/2025,Banque,,Dépense & Revenu,,,"22,30 €",Oui,04/11/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Boulangerie - Au Pain de mon Grand-père - Nancy - Place des vosges,T#TT-COM-RE-BOU#250618#BOULANGERIE__AU,,,
2025-11-04-0-003,04/11/2025,Banque,,Dépense & Revenu,,,"233,00 €",Oui,04/11/2025,05/11/2025,Réglé,Logement /Ameublement & Entretien / Ménage (services),C.D-LOG.AM.06,Shiva - Epinal,T#TT-SER-SE-SER#251001#SHIVA__EPINAL__,,,
2025-11-04-0-003,04/11/2025,Banque,,Dépense & Revenu,,,"14,90 €",Oui,03/11/2025,05/11/2025,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,,
2025-11-05-0-003,05/11/2025,Banque,,Dépense & Revenu,,,"81,01 €",Oui,05/11/2025,05/11/2025,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Intermarché - Golbey / Epinal,T#TT-COM-DI-SUP#250723#INTERMARCH__GOL,,,
2025-11-05-0-003,05/11/2025,Banque,,Dépense & Revenu,,,"69,87 €",Oui,05/11/2025,05/11/2025,Réglé,Santé & Bien-être / Santé / Adhésion mutuelle,C.D-SAN.SA.01,Alptis - Mutuelle santé,T#TT-PUB-SA-MUT#250721#ALPTIS__MUTUELL,,,
2025-11-05-0-003,05/11/2025,Banque,,Dépense & Revenu,,,"2,40 €",Oui,05/11/2025,05/11/2025,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,Stan Transport en commun  Nancéens ,T#TT-MOB-IN-TRA#250101#STAN_TRANSPORT_,,,
2025-11-06-0-004,06/11/2025,Banque,,Dépense & Revenu,,,"14,90 €",Oui,06/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,,
2025-11-06-0-004,06/11/2025,Banque,,Dépense & Revenu,,,"58,99 €",Oui,06/11/2025,,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2025-11-06-0-004,06/11/2025,Banque,,Dépense & Revenu,,,"127,00 €",Oui,06/11/2025,,Réglé,Logement / Charges / Énergie (Élec & Gaz),C.D-LOG.CH.05,EDF & GDF - Electricité & Gaz de France,T#TT-PUB-AS-ELE#250801#EDF__GDF__ELECT,,,
2025-11-06-0-004,06/11/2025,Banque,,Dépense & Revenu,,,"660,00 €",Oui,06/11/2025,,Réglé,Logement / Charges / Loyer,C.D-LOG.CH.06,MOUGEL Agnès - Propriétaire,T#TT-SER-IM-PRO#250727#MOUGEL_AGNS__PR,,,
2025-11-07-0-001,07/11/2025,Banque,,Dépense & Revenu,,,"15,90 €",Oui,07/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Fujiyama - Restaurant,T#TT-COM-RE-RES#250904#FUJIYAMA__RESTA,,,
2025-11-10-0-006,10/11/2025,Banque,,Dépense & Revenu,,,"38,00 €",Oui,11/11/2025,,Réglé,Quotidien / Famille / Sport,C.D-QUO.FA.01,Patinoire - Epinal,T#TT-PUB-SE-AUT#251101#PATINOIRE__EPIN,,,
2025-11-10-0-006,10/11/2025,Banque,,Annule Dépense Rembourcement,,PO-069-08663274007670987,"12,64 €",Oui,10/11/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-10-0-006,10/11/2025,Banque,,Annule Dépense Rembourcement,,PO-069-08663274007670987,"10,27 €",Oui,10/11/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-10-0-006,10/11/2025,Banque,,Annule Dépense Rembourcement,,PO-069-08663274007670987,"7,55 €",Oui,10/11/2025,,Réglé,Quotidien / Mode / Vêtements & accessoires à theme,C.D-QUO.MO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-10-0-006,10/11/2025,Banque,,Dépense & Revenu,,,"11,50 €",Oui,10/11/2025,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,L'Atelier Pizza - Epinal,T#TT-COM-RE-RES#250911#LATELIER_PIZZA_,,,
2025-11-10-0-006,10/11/2025,Banque,,Dépense & Revenu,,,"36,78 €",Oui,10/11/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Monoprix Epinal,T#TT-COM-DI-SUP#250821#MONOPRIX_EPINAL,,,
2025-11-11-0-006,11/11/2025,Banque,,Dépense & Revenu,,PO-069-20345601595510987,"30,64 €",Oui,13/11/2025,,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-11-0-006,11/11/2025,Banque,,Dépense & Revenu,,PO-069-20345601595510987,"15,48 €",Oui,13/11/2025,,Réglé,Santé & Bien-être / Santé / Analyses,C.D-SAN.SA.02,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2025-11-11-0-006,11/11/2025,Banque,,Dépense & Revenu,,PO-069-20345601595510987,"10,98 €",Oui,13/11/2025,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
