ComptaID,Date,Portefeuille,PortefeuilleID,Fonctionnement,FonctionnementID,Num_Commande,Montant,Vérifié,Date paiement,Relevé,Etat,Categorie,CategorieID,Tiers,TiersID,Notes,Projet,ProjetID
2026-01-14-0-003,14/01/2026,Banque,,Dépense & Revenu,,,"4,95 €",,14/01/2026,,Réglé,Quotidien / Repas / Repas Midi,C.D-QUO.RE.01,Starbucks Coffee - Nancy Gare,T#TT-COM-RE-BAR#991230#STARBUCKS_COFFE,,,
2026-01-14-0-003,14/01/2026,Banque,,Dépense & Revenu,,,"12,80 €",,14/01/2026,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,Pizzeria Sole Mio - Nancy,T#TT-COM-RE-RES#991230#PIZZERIA_SOLE_M,,,
2026-01-14-0-003,14/01/2026,Banque,,Dépense & Revenu,,,"35,50 €",,14/01/2026,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,"Boulangerie Maison Charlise, Epinal",T#TT-COM-RE-BOU#250724#BOULANGERIE_MAI,,,
2026-01-16-0-002,16/01/2026,Banque,,Dépense & Revenu,,,"14,90 €",,16/01/2026,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,Mama Noi - Epinal,T#TT-COM-RE-RES#250912#MAMA_NOI__EPINA,,,
2026-01-16-0-002,16/01/2026,Banque,,Dépense & Revenu,,,"17,40 €",,16/01/2026,,Réglé,Quotidien / Transport / Transport en commun,C.D-QUO.TR.07,SNCF - Train & Bus,T#TT-MOB-IN-TRA#250809#SNCF__TRAIN__BU,,,
2026-01-19-0-007,19/01/2026,Banque,,Dépense & Revenu,,PO-069-05399213020790987,"18,62 €",,20/01/2026,,Réglé,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-19-0-007,19/01/2026,Banque,,Dépense & Revenu,,PO-069-05399213020790987,"32,67 €",,20/01/2026,,Réglé,Quotidien / Mode / Vêtements ,C.D-QUO.MO.04,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-19-0-007,19/01/2026,Banque,,Dépense & Revenu,,PO-069-05399213020790987,"2,97 €",,20/01/2026,,Réglé,Quotidien / Mode / Vêtements & accessoires à theme,C.D-QUO.MO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-19-0-007,19/01/2026,Banque,,Dépense & Revenu,,PO-069-05399213020790987,"39,98 €",,20/01/2026,,Réglé,Quotidien / Cadeaux / Cadeaux Famille,C.D-QUO.CA.03,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-19-0-007,19/01/2026,Banque,,Dépense & Revenu,,PO-069-05399213020790987,"6,30 €",,20/01/2026,,Réglé,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-19-0-007,19/01/2026,Banque,,Dépense & Revenu,,,"28,57 €",,19/01/2026,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Boulangerie - Au Pain de mon Grand-père - Nancy - Place des vosges,T#TT-COM-RE-BOU#250618#BOULANGERIE__AU,,,
2026-01-19-0-007,19/01/2026,Banque,,Dépense & Revenu,,,"34,98 €",,19/01/2026,,Réglé,Quotidien / Abonnement / Internet & Mobile,C.D-QUO.AB.01,Free,T#TT-COM-NU-FOU#250905#FREE______,,,
2026-01-21-0-001,21/01/2026,Banque,,Dépense & Revenu,,,"9,60 €",,21/01/2026,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Michez Jean-Marc - Boulangerie,T#TT-COM-RE-BOU#991230#MICHEZ_JEANMARC,,,
2026-01-22-0-001,22/01/2026,Banque,,Dépense & Revenu,,,"38,80 €",,22/01/2026,,Réglé,Quotidien / Repas / Repas Resto partagés,C.D-QUO.RE.02,My Bears Essey,#N/A,,,
2026-01-23-1-003,23/01/2026,Banque,,Annule Dépense Rembourcement,,PO-069-01963203759990987,"13,14 €",,,,Dû,Logement / Ameublement & Entretien / Bricolage,C.D-LOG.AM.02,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-23-1-003,23/01/2026,Banque,,Annule Dépense Rembourcement,,PO-069-01963203759990987,"6,79 €",,,,Dû,Quotidien / Mode/ Sous-vêtements,C.D-QUO.MO.06,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-23-1-003,23/01/2026,Banque,,Annule Dépense Rembourcement,,PO-069-01963203759990987,"16,12 €",,,,Dû,Quotidien / Consommation / High-Tech,C.D-QUO.CO.05,Temu,T#TT-COM-NU-INT#250101#TEMU______,,,
2026-01-31-0-001,31/01/2026,Espèce,,Dépense & Revenu,,,"21,00 €",,,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Boulangerie - Au Pain de mon Grand-père - Nancy - Place des vosges,T#TT-COM-RE-BOU#250618#BOULANGERIE__AU,,,
2026-02-06-0-001,06/02/2026,Espèce,,Dépense & Revenu,,,"2,50 €",,,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,"Boulangerie Maison Charlise, Epinal",T#TT-COM-RE-BOU#250724#BOULANGERIE_MAI,,,
2026-02-26-0-001,26/02/2026,Espèce,,Dépense & Revenu,,,"9,00 €",,,,Réglé,Quotidien / Consommation / Courses,C.D-QUO.CO.03,Boulangerie Pâtisserie Kohut,#N/A,,,
